time_s,temperature_c,pressure_torr,flow_sccm,truth_temperature_c,truth_thickness_nm,state,fault,heater,throttle,flow_command,precursor
142.75,450.36931161521306,2.9999408746687473,100.01303398304529,450.15343073202405,32.31537349322424,DEPOSITION,NONE,0.4403248,0.37941181,100.0,True
143.0,449.9938528478521,2.9985877350450343,100.11663741187652,450.1320738984192,32.52297474969331,DEPOSITION,NONE,0.45046624,0.37908041,100.0,True
143.25,449.9439470704382,3.0015212651726406,100.0522923926904,450.14084410689867,32.7305857106211,DEPOSITION,NONE,0.4514769,0.37978986,100.0,True
143.5,450.19421687732745,2.992826782471326,99.9845135620548,450.1525826648899,32.938204737241136,DEPOSITION,NONE,0.4446127,0.37766316,100.0,True
143.75,450.2411773121785,2.9977521600268497,100.01354600486465,450.14393831102484,33.145826508605246,DEPOSITION,NONE,0.44348927,0.37879124,100.0,True
144.0,449.77527996122706,3.00224003482667,99.90063507854862,450.1319909515873,33.35344104631767,DEPOSITION,NONE,0.45583928,0.37986958,100.0,True
144.25,450.2873912756785,2.994510432915908,100.10384010824883,450.1566877335435,33.56107391075501,DEPOSITION,NONE,0.44187488,0.37798593,100.0,True
144.5,450.1043744617194,3.0029170973737065,99.86114353193317,450.13991535486724,33.76870001075666,DEPOSITION,NONE,0.44695819,0.3799923,100.0,True
144.75,450.04549427565024,3.0069793182546927,99.8755071774344,450.13826282936174,33.97632047619221,DEPOSITION,NONE,0.44846375,0.38102895,100.0,True
145.0,450.0351740335469,2.9988443592346807,99.84661619112693,450.1410781146581,34.18393340166777,DEPOSITION,NONE,0.44861784,0.37910621,100.0,True
145.25,450.3229098745312,3.0049473155581614,99.89438409001248,450.14434135657865,34.39155087496755,DEPOSITION,NONE,0.44096986,0.38060137,100.0,True
145.5,449.86602008885234,3.0028790772827554,100.16625857676874,450.12492491570436,34.599144316678625,DEPOSITION,NONE,0.45325436,0.38015417,100.0,True
145.75,450.26523062024853,3.002595138613778,99.86987121012642,450.1419817414217,34.80674853831632,DEPOSITION,NONE,0.44239365,0.38012369,100.0,True
146.0,450.1015184804766,2.99475839272628,99.78727557556212,450.1267929417774,35.01433578034923,DEPOSITION,NONE,0.44692609,0.37822474,100.0,True
146.25,450.27225140776704,2.99732900558519,100.341935739103,450.1250862116766,35.22192904446997,DEPOSITION,NONE,0.4424076,0.37879825,100.0,True
146.5,450.12111849406864,2.997642259631234,100.11968278055593,450.10999147757127,35.42951291651299,DEPOSITION,NONE,0.44656602,0.37884301,100.0,True
146.75,450.3774592344286,3.0012142710189984,99.81742822438093,450.1072698807887,35.637097740482936,DEPOSITION,NONE,0.4397864,0.37969518,100.0,True
147.0,450.14011161482796,3.0037787494573935,99.92601385764604,450.0844611945452,35.8446608540925,DEPOSITION,NONE,0.44630814,0.38034258,100.0,True
147.25,449.96500857548114,3.0023853773671854,100.02099516107528,450.08105486909284,36.05221552805237,DEPOSITION,NONE,0.45079105,0.3800453,100.0,True
147.5,449.92556572234827,2.997997230538877,99.88665062635509,450.09094703775065,36.25977538433424,DEPOSITION,NONE,0.45148987,0.37899286,100.0,True
147.75,450.14732002501563,2.9996298176299456,100.17256705645902,450.10287972528505,36.4673485007942,DEPOSITION,NONE,0.44535843,0.3793732,100.0,True
148.0,450.2030506373072,2.994638149513082,100.06104857971827,450.09660088101,36.6749166201616,DEPOSITION,NONE,0.44395453,0.37813633,100.0,True
148.25,450.2207201527759,3.0011383334352475,100.1545089488919,450.0861803048249,36.88248328878813,DEPOSITION,NONE,0.44360873,0.37967475,100.0,True
148.5,449.9923307018443,2.9968203649909317,100.13951050378635,450.0747672507448,37.09003830130723,DEPOSITION,NONE,0.44970284,0.37862035,100.0,True
148.75,449.92163375597534,2.993455681411446,100.15379499169853,450.08145345669817,37.297603673362794,DEPOSITION,NONE,0.45131478,0.37774817,100.0,True
149.0,449.9842690394181,2.999556908637611,99.79030309776543,450.0928967782684,37.50518838977532,DEPOSITION,NONE,0.44938281,0.37917017,100.0,True
149.25,449.89974867373496,2.997040220924463,99.94590252224022,450.09857781178573,37.71277866938203,DEPOSITION,NONE,0.45145532,0.37853775,100.0,True
149.5,450.16588414158235,2.99386209861836,100.1128259761927,450.11038428015894,37.92038350349374,DEPOSITION,NONE,0.44425135,0.37771117,100.0,True
149.75,449.92350078262245,2.998067108603095,100.10167830821123,450.10080050704073,38.12798879662424,DEPOSITION,NONE,0.4507934,0.37866759,100.0,True
150.0,450.0994429426896,2.9968192419196313,100.27668890308514,450.1106380325668,38.33560548857966,DEPOSITION,NONE,0.44599104,0.37832813,100.0,True
150.25,449.9771168702049,3.0024386109592216,100.02998355229117,450.106210110946,38.543222948837204,DEPOSITION,NONE,0.44929121,0.37966978,100.0,True
150.5,450.32327716647706,3.000132863499441,100.15121345265737,450.1115780921976,38.75084169462692,DEPOSITION,NONE,0.44012277,0.37912428,100.0,True
150.75,449.97846957521153,3.0048630740628326,99.88555230556271,450.0897530035593,38.95844132871028,DEPOSITION,NONE,0.44956302,0.38029012,100.0,True
151.0,450.0416466446184,3.006789775934062,100.04754570821774,450.0959780094106,39.16603957301586,DEPOSITION,NONE,0.44773716,0.3808241,100.0,True
151.25,450.11323537726275,3.0072744574188577,100.05420350110501,450.0967715313574,39.37362893833625,DEPOSITION,NONE,0.44581437,0.38102893,100.0,True
151.5,449.96944260835517,3.0021588141925903,99.82274786244876,450.0918632045145,39.58120375533736,DEPOSITION,NONE,0.44964253,0.37986022,100.0,True
151.75,450.26756478396794,3.003403104532295,99.9140561232188,450.09831730315636,39.7887812702456,DEPOSITION,NONE,0.44167454,0.38020062,100.0,True
152.0,449.98694793893657,3.0000394702544892,100.00212327276682,450.08113321632914,39.99633902188963,DEPOSITION,NONE,0.44931955,0.37941836,100.0,True
152.25,449.94001030108,3.0012161180469463,99.69371864556041,450.08666344360995,40.20390163418692,DEPOSITION,NONE,0.45038003,0.37971583,100.0,True
152.5,450.0303908830683,2.9982019238034257,99.95901016727161,450.0953198018069,40.411470105929695,DEPOSITION,NONE,0.44781142,0.37899172,100.0,True
152.75,450.142419078514,2.995879889473161,100.08827726248536,450.0963354927077,40.61904206341015,DEPOSITION,NONE,0.44484472,0.37840013,100.0,True
153.0,450.06153126882947,2.9979543907794515,99.79497607982564,450.0885543711277,40.82661312866973,DEPOSITION,NONE,0.44709435,0.37886331,100.0,True
153.25,449.9099993014673,3.001153726235389,99.85542263356866,450.08746569222717,41.03418614453997,DEPOSITION,NONE,0.45104984,0.37962821,100.0,True
153.5,450.1077347466308,3.0031607169450947,100.15489639230192,450.098104941953,41.241766753975384,DEPOSITION,NONE,0.44564284,0.38013772,100.0,True
153.75,450.32674356397615,2.998821884137738,99.83722763922717,450.09268401986174,41.449338063633185,DEPOSITION,NONE,0.44000418,0.37910576,100.0,True
154.0,450.22364519506243,3.000735983998285,100.1685925975116,450.0705663685043,41.656891732268164,DEPOSITION,NONE,0.44308717,0.37956515,100.0,True
154.25,450.05931447805017,3.0033311821144273,100.12695811300813,450.0576560673921,41.86443304188597,DEPOSITION,NONE,0.44754068,0.380216,100.0,True
154.5,450.16544990445385,3.00097657420254,100.05965485187936,450.0579867689412,42.07196982697346,DEPOSITION,NONE,0.44463933,0.37967738,100.0,True
154.75,450.08467187130316,3.0000609253607666,100.14852918933394,450.04971650025095,42.27949796012903,DEPOSITION,NONE,0.44680547,0.37946571,100.0,True
155.0,449.9710957752944,3.004582875868798,99.9840636181961,450.047892726381,42.48702437346418,DEPOSITION,NONE,0.44970125,0.3805857,100.0,True
155.25,450.20246540045497,2.9987219826910714,99.96300010068545,450.0546580711916,42.69455006376935,DEPOSITION,NONE,0.44341306,0.37919764,100.0,True
155.5,450.347599604586,2.99816769864182,99.80841748559864,450.0427633817264,42.90206715374375,DEPOSITION,NONE,0.43975455,0.37904839,100.0,True
155.75,449.9129492326945,2.998291819844371,100.32327877790765,450.0200615565476,43.109566983862756,DEPOSITION,NONE,0.45145271,0.37905827,100.0,True
156.0,450.0631186587251,3.0021843858351094,99.84976000646797,450.03210526889416,43.31707969248656,DEPOSITION,NONE,0.44714408,0.37999906,100.0,True
156.25,450.0842313670552,3.001208333902395,100.27024404331964,450.03134012359106,43.52458850945497,DEPOSITION,NONE,0.44650533,0.37978548,100.0,True
156.5,449.9242434691914,3.000899484381258,100.04538758626798,450.02868403644004,43.732093193370645,DEPOSITION,NONE,0.45065555,0.3797254,100.0,True
156.75,449.88508076418015,2.9989514203669785,99.96047876356953,450.0383379707599,43.939604933356925,DEPOSITION,NONE,0.45142108,0.37925698,100.0,True
157.0,449.70142608957343,3.0008880045947635,100.08103651296152,450.05023090346543,44.147128477185824,DEPOSITION,NONE,0.45597262,0.37972375,100.0,True
